country,year,variable,value,GEO_WB,GEO3
KE,1997,nomnni,849799479296,,
KE,1998,nomnni,942477606912,,
KE,1999,nomnni,1001052372992,,
KE,2000,nomnni,1063322910720,,
KE,2001,nomnni,1139072434176,,
KE,2002,nomnni,1146220183552,,
KE,2003,nomnni,1255230930944,,
KE,2004,nomnni,1412951834624,,
KE,2005,nomnni,1587028426752,,
KE,2006,nomnni,1840170401792,,
KE,2007,nomnni,2132343914496,,
KE,2008,nomnni,2479782625280,,
KE,2009,nomnni,2890152542208,,
KE,2010,nomnni,3160088510464,,
KE,2011,nomnni,3656816787456,,
KE,2012,nomnni,4215866130432,,
KE,2013,nomnni,4606272208896,,
KE,2014,nomnni,5136869490688,,
KE,2015,nomnni,5896043233280,,
KE,2016,nomnni,6508485017600,,
KE,2017,nomnni,7177353297920,,
KE,2018,nomnni,7902735630336,,
KE,2019,nomnni,8787010256896,,
KE,2020,nomnni,9181593600000,,
KE,2021,nomnni,10392687345664,,
KE,2022,nomnni,11663483863040,,
KE,2023,nomnni,13101975994368,,
KE,2024,nomnni,14233413615616,,
KE,1800,npopul,3199193,,
KE,1801,npopul,3202197,,
KE,1802,npopul,3205204,,
KE,1803,npopul,3208213,,
KE,1804,npopul,3211226,,
KE,1805,npopul,3214241,,
KE,1806,npopul,3217259,,
KE,1807,npopul,3220280,,
KE,1808,npopul,3223304,,
KE,1809,npopul,3226330,,
KE,1810,npopul,3229360,,
KE,1811,npopul,3232392,,
KE,1812,npopul,3235427,,
KE,1813,npopul,3238465,,
KE,1814,npopul,3241506,,
KE,1815,npopul,3244550,,
KE,1816,npopul,3247596,,
KE,1817,npopul,3250646,,
KE,1818,npopul,3253698,,
KE,1819,npopul,3256753,,
KE,1820,npopul,3259811,,
KE,1821,npopul,3262872,,
KE,1822,npopul,3265936,,
KE,1823,npopul,3269002,,
KE,1824,npopul,3272072,,
KE,1825,npopul,3275144,,
KE,1826,npopul,3278219,,
KE,1827,npopul,3281298,,
KE,1828,npopul,3284379,,
KE,1829,npopul,3287463,,
KE,1830,npopul,3290549,,
KE,1831,npopul,3293639,,
KE,1832,npopul,3296732,,
KE,1833,npopul,3299827,,
KE,1834,npopul,3302926,,
KE,1835,npopul,3306027,,
KE,1836,npopul,3309131,,
KE,1837,npopul,3312239,,
KE,1838,npopul,3315349,,
KE,1839,npopul,3318462,,
KE,1840,npopul,3321578,,
KE,1841,npopul,3324697,,
KE,1842,npopul,3327818,,
KE,1843,npopul,3330943,,
KE,1844,npopul,3334071,,
KE,1845,npopul,3337201,,
KE,1846,npopul,3340335,,
KE,1847,npopul,3343471,,
KE,1848,npopul,3346611,,
KE,1849,npopul,3349753,,
KE,1850,npopul,3352899,,
KE,1851,npopul,3373016,,
KE,1852,npopul,3393254,,
KE,1853,npopul,3413614,,
KE,1854,npopul,3434095,,
KE,1855,npopul,3454700,,
KE,1856,npopul,3475428,,
KE,1857,npopul,3496281,,
KE,1858,npopul,3517258,,
KE,1859,npopul,3538362,,
KE,1860,npopul,3559592,,
KE,1861,npopul,3580950,,
KE,1862,npopul,3602435,,
KE,1863,npopul,3624050,,
KE,1864,npopul,3645794,,
KE,1865,npopul,3667669,,
KE,1866,npopul,3689675,,
KE,1867,npopul,3711813,,
KE,1868,npopul,3734084,,
KE,1869,npopul,3756488,,
KE,1870,npopul,3779027,,
KE,1871,npopul,3805480,,
KE,1872,npopul,3832119,,
KE,1873,npopul,3858944,,
KE,1874,npopul,3885956,,
KE,1875,npopul,3913158,,
KE,1876,npopul,3940550,,
KE,1877,npopul,3968134,,
KE,1878,npopul,3995911,,
KE,1879,npopul,4023882,,
KE,1880,npopul,4052049,,
KE,1881,npopul,4080414,,
KE,1882,npopul,4108977,,
KE,1883,npopul,4137739,,
KE,1884,npopul,4166704,,
KE,1885,npopul,4195871,,
KE,1886,npopul,4225242,,
KE,1887,npopul,4254818,,
KE,1888,npopul,4284602,,
KE,1889,npopul,4314594,,
KE,1890,npopul,4344796,,
KE,1891,npopul,4323072,,
KE,1892,npopul,4301457,,
KE,1893,npopul,4279950,,
KE,1894,npopul,4258550,,
KE,1895,npopul,4237257,,
KE,1896,npopul,4216071,,
KE,1897,npopul,4194991,,
KE,1898,npopul,4174016,,
KE,1899,npopul,4153146,,
KE,1900,npopul,4132380,,
KE,1901,npopul,4099321,,
KE,1902,npopul,4066526,,
KE,1903,npopul,4033994,,
KE,1904,npopul,4001722,,
KE,1905,npopul,3969708,,
KE,1906,npopul,3937951,,
KE,1907,npopul,3906447,,
KE,1908,npopul,3875196,,
KE,1909,npopul,3844194,,
KE,1910,npopul,3813440,,
KE,1911,npopul,3805814,,
KE,1912,npopul,3798202,,
KE,1913,npopul,3790605,,
KE,1914,npopul,3783024,,
KE,1915,npopul,3775458,,
KE,1916,npopul,3767907,,
KE,1917,npopul,3760372,,
KE,1918,npopul,3752851,,
KE,1919,npopul,3745345,,
KE,1920,npopul,3737854,,
KE,1921,npopul,3801398,,
KE,1922,npopul,3866022,,
KE,1923,npopul,3931744,,
KE,1924,npopul,3998584,,
KE,1925,npopul,4066560,,
KE,1926,npopul,4135691,,
KE,1927,npopul,4205998,,
KE,1928,npopul,4277500,,
KE,1929,npopul,4350217,,
KE,1930,npopul,4424171,,
KE,1931,npopul,4486109,,
KE,1932,npopul,4548915,,
KE,1933,npopul,4612600,,
KE,1934,npopul,4677176,,
KE,1935,npopul,4742657,,
KE,1936,npopul,4809054,,
KE,1937,npopul,4876381,,
KE,1938,npopul,4944650,,
KE,1939,npopul,5013361,,
KE,1940,npopul,5082072,,
KE,1941,npopul,5150784,,
KE,1942,npopul,5219495,,
KE,1943,npopul,5288206,,
KE,1944,npopul,5356917,,
KE,1945,npopul,5425629,,
KE,1946,npopul,5494340,,
KE,1947,npopul,5563051,,
KE,1948,npopul,5631762,,
KE,1949,npopul,5700474,,
KE,1950,npopul,5769185,,
KE,1951,npopul,5893575,,
KE,1952,npopul,6033294,,
KE,1953,npopul,6183891,,
KE,1954,npopul,6348141,,
KE,1955,npopul,6529297,,
KE,1956,npopul,6727690,,
KE,1957,npopul,6944868,,
KE,1958,npopul,7174789,,
KE,1959,npopul,7422745,,
KE,1960,npopul,7695307,,
KE,1961,npopul,7987770,,
KE,1962,npopul,8299308,,
KE,1963,npopul,8627971,,
KE,1964,npopul,8973535,,
KE,1965,npopul,9338078,,
KE,1966,npopul,9717816,,
KE,1967,npopul,10111057,,
KE,1968,npopul,10518823,,
KE,1969,npopul,10939695,,
KE,1970,npopul,11368791,,
KE,1971,npopul,11788904,,
KE,1972,npopul,12206060,,
KE,1973,npopul,12634835,,
KE,1974,npopul,13070078,,
KE,1975,npopul,13511671,,
KE,1976,npopul,13957623,,
KE,1977,npopul,14428819,,
KE,1978,npopul,14934126,,
KE,1979,npopul,15460666,,
KE,1980,npopul,16018459,,
KE,1981,npopul,16601507,,
KE,1982,npopul,17206175,,
KE,1983,npopul,17846374,,
KE,1984,npopul,18514906,,
KE,1985,npopul,19201768,,
KE,1986,npopul,19901646,,
KE,1987,npopul,20616096,,
KE,1988,npopul,21356219,,
KE,1989,npopul,22118434,,
KE,1990,npopul,22892651,,
KE,1991,npopul,23646514,,
KE,1992,npopul,24382460,,
KE,1993,npopul,25117188,,
KE,1994,npopul,25857130,,
KE,1995,npopul,26601751,,
KE,1996,npopul,27344211,,
KE,1997,npopul,28101768,,
KE,1998,npopul,28888057,,
KE,1999,npopul,29733408,,
KE,2000,npopul,30642890,,
KE,2001,npopul,31619170,,
KE,2002,npopul,32629808,,
KE,2003,npopul,33652223,,
KE,2004,npopul,34713455,,
KE,2005,npopul,35796484,,
KE,2006,npopul,36904008,,
KE,2007,npopul,38036349,,
KE,2008,npopul,39206351,,
KE,2009,npopul,40408891,,
KE,2010,npopul,41598567,,
KE,2011,npopul,42758461,,
KE,2012,npopul,43888303,,
KE,2013,npopul,44986791,,
KE,2014,npopul,46051440,,
KE,2015,npopul,47088526,,
KE,2016,npopul,48139687,,
KE,2017,npopul,49197766,,
KE,2018,npopul,50207107,,
KE,2019,npopul,51202827,,
KE,2020,npopul,52217334,,
KE,2021,npopul,53219166,,
KE,2022,npopul,54252461,,
KE,2023,npopul,55339003,,
KE,2024,npopul,56432944,,
KE,1800,npopul_adu,1401687,,
KE,1801,npopul_adu,1403003,,
KE,1802,npopul_adu,1404321,,
KE,1803,npopul_adu,1405639,,
KE,1804,npopul_adu,1406959,,
KE,1805,npopul_adu,1408280,,
KE,1806,npopul_adu,1409603,,
KE,1807,npopul_adu,1410926,,
KE,1808,npopul_adu,1412251,,
KE,1809,npopul_adu,1413577,,
KE,1810,npopul_adu,1414905,,
KE,1811,npopul_adu,1416233,,
KE,1812,npopul_adu,1417563,,
KE,1813,npopul_adu,1418894,,
KE,1814,npopul_adu,1420226,,
KE,1815,npopul_adu,1421560,,
KE,1816,npopul_adu,1422895,,
KE,1817,npopul_adu,1424231,,
KE,1818,npopul_adu,1425568,,
KE,1819,npopul_adu,1426907,,
KE,1820,npopul_adu,1428246,,
KE,1821,npopul_adu,1429587,,
KE,1822,npopul_adu,1430930,,
KE,1823,npopul_adu,1432273,,
KE,1824,npopul_adu,1433618,,
KE,1825,npopul_adu,1434964,,
KE,1826,npopul_adu,1436312,,
KE,1827,npopul_adu,1437660,,
KE,1828,npopul_adu,1439010,,
KE,1829,npopul_adu,1440362,,
KE,1830,npopul_adu,1441714,,
KE,1831,npopul_adu,1443068,,
KE,1832,npopul_adu,1444423,,
KE,1833,npopul_adu,1445779,,
KE,1834,npopul_adu,1447137,,
KE,1835,npopul_adu,1448495,,
KE,1836,npopul_adu,1449856,,
KE,1837,npopul_adu,1451217,,
KE,1838,npopul_adu,1452580,,
KE,1839,npopul_adu,1453943,,
KE,1840,npopul_adu,1455309,,
KE,1841,npopul_adu,1456675,,
KE,1842,npopul_adu,1458043,,
KE,1843,npopul_adu,1459412,,
KE,1844,npopul_adu,1460782,,
KE,1845,npopul_adu,1462154,,
KE,1846,npopul_adu,1463527,,
KE,1847,npopul_adu,1464901,,
KE,1848,npopul_adu,1466277,,
KE,1849,npopul_adu,1467653,,
KE,1850,npopul_adu,1469032,,
KE,1851,npopul_adu,1477846,,
KE,1852,npopul_adu,1486713,,
KE,1853,npopul_adu,1495633,,
KE,1854,npopul_adu,1504607,,
KE,1855,npopul_adu,1513635,,
KE,1856,npopul_adu,1522716,,
KE,1857,npopul_adu,1531853,,
KE,1858,npopul_adu,1541044,,
KE,1859,npopul_adu,1550290,,
KE,1860,npopul_adu,1559592,,
KE,1861,npopul_adu,1568949,,
KE,1862,npopul_adu,1578363,,
KE,1863,npopul_adu,1587833,,
KE,1864,npopul_adu,1597360,,
KE,1865,npopul_adu,1606944,,
KE,1866,npopul_adu,1616586,,
KE,1867,npopul_adu,1626286,,
KE,1868,npopul_adu,1636043,,
KE,1869,npopul_adu,1645860,,
KE,1870,npopul_adu,1655735,,
KE,1871,npopul_adu,1667325,,
KE,1872,npopul_adu,1678996,,
KE,1873,npopul_adu,1690749,,
KE,1874,npopul_adu,1702584,,
KE,1875,npopul_adu,1714502,,
KE,1876,npopul_adu,1726504,,
KE,1877,npopul_adu,1738589,,
KE,1878,npopul_adu,1750760,,
KE,1879,npopul_adu,1763015,,
KE,1880,npopul_adu,1775356,,
KE,1881,npopul_adu,1787783,,
KE,1882,npopul_adu,1800298,,
KE,1883,npopul_adu,1812900,,
KE,1884,npopul_adu,1825590,,
KE,1885,npopul_adu,1838369,,
KE,1886,npopul_adu,1851238,,
KE,1887,npopul_adu,1864197,,
KE,1888,npopul_adu,1877246,,
KE,1889,npopul_adu,1890387,,
KE,1890,npopul_adu,1903620,,
KE,1891,npopul_adu,1894101,,
KE,1892,npopul_adu,1884631,,
KE,1893,npopul_adu,1875208,,
KE,1894,npopul_adu,1865832,,
KE,1895,npopul_adu,1856503,,
KE,1896,npopul_adu,1847220,,
KE,1897,npopul_adu,1837984,,
KE,1898,npopul_adu,1828794,,
KE,1899,npopul_adu,1819650,,
KE,1900,npopul_adu,1810552,,
KE,1901,npopul_adu,1796067,,
KE,1902,npopul_adu,1781699,,
KE,1903,npopul_adu,1767445,,
KE,1904,npopul_adu,1753306,,
KE,1905,npopul_adu,1739279,,
KE,1906,npopul_adu,1725365,,
KE,1907,npopul_adu,1711562,,
KE,1908,npopul_adu,1697870,,
KE,1909,npopul_adu,1684287,,
KE,1910,npopul_adu,1670812,,
KE,1911,npopul_adu,1667471,,
KE,1912,npopul_adu,1664136,,
KE,1913,npopul_adu,1660808,,
KE,1914,npopul_adu,1657486,,
KE,1915,npopul_adu,1654171,,
KE,1916,npopul_adu,1650863,,
KE,1917,npopul_adu,1647561,,
KE,1918,npopul_adu,1644266,,
KE,1919,npopul_adu,1640977,,
KE,1920,npopul_adu,1637695,,
KE,1921,npopul_adu,1665536,,
KE,1922,npopul_adu,1693850,,
KE,1923,npopul_adu,1722646,,
KE,1924,npopul_adu,1751931,,
KE,1925,npopul_adu,1781713,,
KE,1926,npopul_adu,1812003,,
KE,1927,npopul_adu,1842807,,
KE,1928,npopul_adu,1874134,,
KE,1929,npopul_adu,1905995,,
KE,1930,npopul_adu,1938396,,
KE,1931,npopul_adu,1965534,,
KE,1932,npopul_adu,1993052,,
KE,1933,npopul_adu,2020954,,
KE,1934,npopul_adu,2049248,,
KE,1935,npopul_adu,2077937,,
KE,1936,npopul_adu,2107028,,
KE,1937,npopul_adu,2136527,,
KE,1938,npopul_adu,2166438,,
KE,1939,npopul_adu,2196543,,
KE,1940,npopul_adu,2226648,,
KE,1941,npopul_adu,2256753,,
KE,1942,npopul_adu,2286858,,
KE,1943,npopul_adu,2316963,,
KE,1944,npopul_adu,2347068,,
KE,1945,npopul_adu,2377173,,
KE,1946,npopul_adu,2407278,,
KE,1947,npopul_adu,2437383,,
KE,1948,npopul_adu,2467488,,
KE,1949,npopul_adu,2497593,,
KE,1950,npopul_adu,2527698,,
KE,1951,npopul_adu,2585999,,
KE,1952,npopul_adu,2645703,,
KE,1953,npopul_adu,2704548,,
KE,1954,npopul_adu,2765767,,
KE,1955,npopul_adu,2831417,,
KE,1956,npopul_adu,2900120,,
KE,1957,npopul_adu,2971511,,
KE,1958,npopul_adu,3040879,,
KE,1959,npopul_adu,3114263,,
KE,1960,npopul_adu,3198651,,
KE,1961,npopul_adu,3289625,,
KE,1962,npopul_adu,3384933,,
KE,1963,npopul_adu,3483788,,
KE,1964,npopul_adu,3589095,,
KE,1965,npopul_adu,3705299,,
KE,1966,npopul_adu,3829491,,
KE,1967,npopul_adu,3960503,,
KE,1968,npopul_adu,4101664,,
KE,1969,npopul_adu,4253782,,
KE,1970,npopul_adu,4395443,,
KE,1971,npopul_adu,4512054,,
KE,1972,npopul_adu,4626487,,
KE,1973,npopul_adu,4751794,,
KE,1974,npopul_adu,4883535,,
KE,1975,npopul_adu,5020228,,
KE,1976,npopul_adu,5159508,,
KE,1977,npopul_adu,5318325,,
KE,1978,npopul_adu,5503095,,
KE,1979,npopul_adu,5701936,,
KE,1980,npopul_adu,5921888,,
KE,1981,npopul_adu,6157708,,
KE,1982,npopul_adu,6407569,,
KE,1983,npopul_adu,6683852,,
KE,1984,npopul_adu,6979452,,
KE,1985,npopul_adu,7285833,,
KE,1986,npopul_adu,7598866,,
KE,1987,npopul_adu,7918985,,
KE,1988,npopul_adu,8257902,,
KE,1989,npopul_adu,8616979,,
KE,1990,npopul_adu,8991153,,
KE,1991,npopul_adu,9358469,,
KE,1992,npopul_adu,9721220,,
KE,1993,npopul_adu,10088956,,
KE,1994,npopul_adu,10463521,,
KE,1995,npopul_adu,10840151,,
KE,1996,npopul_adu,11211826,,
KE,1997,npopul_adu,11591610,,
KE,1998,npopul_adu,11986874,,
KE,1999,npopul_adu,12423194,,
KE,2000,npopul_adu,12904883,,
KE,2001,npopul_adu,13432766,,
KE,2002,npopul_adu,13982412,,
KE,2003,npopul_adu,14537983,,
KE,2004,npopul_adu,15122882,,
KE,2005,npopul_adu,15722191,,
KE,2006,npopul_adu,16336287,,
KE,2007,npopul_adu,16962430,,
KE,2008,npopul_adu,17608326,,
KE,2009,npopul_adu,18274395,,
KE,2010,npopul_adu,18938279,,
KE,2011,npopul_adu,19602986,,
KE,2012,npopul_adu,20266682,,
KE,2013,npopul_adu,20929137,,
KE,2014,npopul_adu,21593900,,
KE,2015,npopul_adu,22267648,,
KE,2016,npopul_adu,22954924,,
KE,2017,npopul_adu,23658363,,
KE,2018,npopul_adu,24381723,,
KE,2019,npopul_adu,25121293,,
KE,2020,npopul_adu,25870432,,
KE,2021,npopul_adu,26632648,,
KE,2022,npopul_adu,27436236,,
KE,2023,npopul_adu,28282295,,
KE,2024,npopul_adu,29147141,,
KE,1800,xlceup,61.91562271118164,,
KE,1801,xlceup,62.41495132446289,,
KE,1802,xlceup,60.30498886108398,,
KE,1803,xlceup,61.72225570678711,,
KE,1804,xlceup,60.17614364624023,,
KE,1805,xlceup,63.65039443969727,,
KE,1806,xlceup,64.48389434814453,,
KE,1807,xlceup,70.44736480712891,,
KE,1808,xlceup,75.06247711181641,,
KE,1809,xlceup,69.21066284179688,,
KE,1810,xlceup,69.20184326171875,,
KE,1811,xlceup,68.69817352294922,,
KE,1812,xlceup,68.62335968017578,,
KE,1813,xlceup,67.42715454101563,,
KE,1814,xlceup,68.59375,,
KE,1815,xlceup,68.65267181396484,,
KE,1816,xlceup,69.46543121337891,,
KE,1817,xlceup,67.54521179199219,,
KE,1818,xlceup,68.84649658203125,,
KE,1819,xlceup,73.21807861328125,,
KE,1820,xlceup,72.00930023193359,,
KE,1821,xlceup,76.04203796386719,,
KE,1822,xlceup,74.50756072998047,,
KE,1823,xlceup,71.71550750732422,,
KE,1824,xlceup,72.5008544921875,,
KE,1825,xlceup,73.46705627441406,,
KE,1826,xlceup,72.8045654296875,,
KE,1827,xlceup,68.55679321289063,,
KE,1828,xlceup,64.90724182128906,,
KE,1829,xlceup,65.56485748291016,,
KE,1830,xlceup,69.63143157958984,,
KE,1831,xlceup,65.74953460693359,,
KE,1832,xlceup,65.14549255371094,,
KE,1833,xlceup,67.16123962402344,,
KE,1834,xlceup,66.88898468017578,,
KE,1835,xlceup,68.0306396484375,,
KE,1836,xlceup,66.1142578125,,
KE,1837,xlceup,64.51837158203125,,
KE,1838,xlceup,63.29607391357422,,
KE,1839,xlceup,62.93775939941406,,
KE,1840,xlceup,63.97290420532227,,
KE,1841,xlceup,63.31015777587891,,
KE,1842,xlceup,63.87173843383789,,
KE,1843,xlceup,64.68852233886719,,
KE,1844,xlceup,64.63950347900391,,
KE,1845,xlceup,65.33168792724609,,
KE,1846,xlceup,66.08317565917969,,
KE,1847,xlceup,67.74131774902344,,
KE,1848,xlceup,63.68947601318359,,
KE,1849,xlceup,63.42447280883789,,
KE,1850,xlceup,63.5052604675293,,
KE,1851,xlceup,61.79479598999023,,
KE,1852,xlceup,63.73616790771484,,
KE,1853,xlceup,65.34500885009766,,
KE,1854,xlceup,63.37482452392578,,
KE,1855,xlceup,64.98061370849609,,
KE,1856,xlceup,64.52521514892578,,
KE,1857,xlceup,65.86095428466797,,
KE,1858,xlceup,66.33354949951172,,
KE,1859,xlceup,68.70005798339844,,
KE,1860,xlceup,68.38492584228516,,
KE,1861,xlceup,69.71554565429688,,
KE,1862,xlceup,69.20604705810547,,
KE,1863,xlceup,70.36949920654297,,
KE,1864,xlceup,68.96230316162109,,
KE,1865,xlceup,68.76021575927734,,
KE,1866,xlceup,66.51053619384766,,
KE,1867,xlceup,67.70677947998047,,
KE,1868,xlceup,69.08222961425781,,
KE,1869,xlceup,66.57541656494141,,
KE,1870,xlceup,63.77814102172852,,
KE,1871,xlceup,63.12369155883789,,
KE,1872,xlceup,58.14555358886719,,
KE,1873,xlceup,55.85153961181641,,
KE,1874,xlceup,57.20068740844727,,
KE,1875,xlceup,58.53308868408203,,
KE,1876,xlceup,57.60602188110352,,
KE,1877,xlceup,57.24896240234375,,
KE,1878,xlceup,58.88636016845703,,
KE,1879,xlceup,60.35520172119141,,
KE,1880,xlceup,59.26850509643555,,
KE,1881,xlceup,60.96623229980469,,
KE,1882,xlceup,60.72007751464844,,
KE,1883,xlceup,61.7725715637207,,
KE,1884,xlceup,62.05795669555664,,
KE,1885,xlceup,64.1068115234375,,
KE,1886,xlceup,66.17160034179688,,
KE,1887,xlceup,64.10757446289063,,
KE,1888,xlceup,64.37656402587891,,
KE,1889,xlceup,62.88797378540039,,
KE,1890,xlceup,63.3571891784668,,
KE,1891,xlceup,64.46082305908203,,
KE,1892,xlceup,66.80653381347656,,
KE,1893,xlceup,69.73844146728516,,
KE,1894,xlceup,67.92249298095703,,
KE,1895,xlceup,69.30043029785156,,
KE,1896,xlceup,69.09696960449219,,
KE,1897,xlceup,68.98822784423828,,
KE,1898,xlceup,68.3948974609375,,
KE,1899,xlceup,69.30047607421875,,
KE,1900,xlceup,68.63184356689453,,
KE,1901,xlceup,67.33780670166016,,
KE,1902,xlceup,67.00679779052734,,
KE,1903,xlceup,68.69123840332031,,
KE,1904,xlceup,67.28945159912109,,
KE,1905,xlceup,67.07150268554688,,
KE,1906,xlceup,65.24421691894531,,
KE,1907,xlceup,69.56118011474609,,
KE,1908,xlceup,71.94453430175781,,
KE,1909,xlceup,71.21196746826172,,
KE,1910,xlceup,68.13812255859375,,
KE,1911,xlceup,69.81786346435547,,
KE,1912,xlceup,71.55960083007813,,
KE,1913,xlceup,70.99489593505859,,
KE,1914,xlceup,67.84904479980469,,
KE,1915,xlceup,57.83303070068359,,
KE,1916,xlceup,56.43681335449219,,
KE,1917,xlceup,62.23494720458984,,
KE,1918,xlceup,60.24913024902344,,
KE,1919,xlceup,60.499755859375,,
KE,1920,xlceup,58.49268341064453,,
KE,1921,xlceup,55.83802795410156,,
KE,1922,xlceup,59.13246154785156,,
KE,1923,xlceup,33.1868896484375,,
KE,1924,xlceup,7.176170349121094,,
KE,1925,xlceup,6.751882076263428,,
KE,1926,xlceup,6.637231826782227,,
KE,1927,xlceup,6.025185585021973,,
KE,1928,xlceup,5.92845344543457,,
KE,1929,xlceup,6.005542278289795,,
KE,1930,xlceup,6.010329246520996,,
KE,1931,xlceup,6.233564376831055,,
KE,1932,xlceup,6.378874778747559,,
KE,1933,xlceup,6.174013614654541,,
KE,1934,xlceup,6.171931743621826,,
KE,1935,xlceup,6.120615005493164,,
KE,1936,xlceup,5.730099201202393,,
KE,1937,xlceup,5.738084316253662,,
KE,1938,xlceup,5.338142395019531,,
KE,1939,xlceup,5.026883602142334,,
KE,1940,xlceup,4.445411682128906,,
KE,1941,xlceup,4.47984790802002,,
KE,1942,xlceup,4.789917469024658,,
KE,1943,xlceup,4.541428565979004,,
KE,1944,xlceup,3.926580190658569,,
KE,1945,xlceup,5.615126132965088,,
KE,1946,xlceup,7.122529029846191,,
KE,1947,xlceup,6.636440277099609,,
KE,1948,xlceup,5.732184886932373,,
KE,1949,xlceup,5.112216472625732,,
KE,1950,xlceup,5.203374862670898,,
KE,1951,xlceup,5.002567768096924,,
KE,1952,xlceup,4.857967853546143,,
KE,1953,xlceup,4.980489253997803,,
KE,1954,xlceup,4.994443416595459,,
KE,1955,xlceup,4.885069370269775,,
KE,1956,xlceup,4.973258018493652,,
KE,1957,xlceup,5.022966384887695,,
KE,1958,xlceup,4.911764144897461,,
KE,1959,xlceup,4.815521717071533,,
KE,1960,xlceup,4.707927703857422,,
KE,1961,xlceup,5.009992599487305,,
KE,1962,xlceup,4.881784439086914,,
KE,1963,xlceup,4.664697647094727,,
KE,1964,xlceup,4.591498851776123,,
KE,1965,xlceup,4.335397243499756,,
KE,1966,xlceup,4.297315120697021,,
KE,1967,xlceup,4.368215084075928,,
KE,1968,xlceup,4.334185600280762,,
KE,1969,xlceup,4.121673583984375,,
KE,1970,xlceup,4.507082462310791,,
KE,1971,xlceup,4.364977359771729,,
KE,1972,xlceup,4.423762321472168,,
KE,1973,xlceup,4.570165157318115,,
KE,1974,xlceup,4.883464813232422,,
KE,1975,xlceup,5.076276302337646,,
KE,1976,xlceup,5.557843685150146,,
KE,1977,xlceup,6.108885765075684,,
KE,1978,xlceup,5.817573547363281,,
KE,1979,xlceup,5.810285568237305,,
KE,1980,xlceup,5.873771190643311,,
KE,1981,xlceup,6.021661281585693,,
KE,1982,xlceup,6.237306594848633,,
KE,1983,xlceup,6.547864437103271,,
KE,1984,xlceup,6.87004566192627,,
KE,1985,xlceup,7.138662338256836,,
KE,1986,xlceup,7.434125900268555,,
KE,1987,xlceup,7.667537689208984,,
KE,1988,xlceup,8.075136184692383,,
KE,1989,xlceup,8.439489364624023,,
KE,1990,xlceup,8.842948913574219,,
KE,1991,xlceup,9.480944633483887,,
KE,1992,xlceup,10.61754703521729,,
KE,1993,xlceup,12.81667804718018,,
KE,1994,xlceup,15.03023242950439,,
KE,1995,xlceup,16.60569190979004,,
KE,1996,xlceup,17.81295585632324,,
KE,1997,xlceup,19.65546417236328,,
KE,1998,xlceup,20.74320602416992,,
KE,1999,xlceup,21.44301414489746,,
KE,2000,xlceup,22.51444053649902,,
KE,2001,xlceup,22.38399696350098,,
KE,2002,xlceup,22.07726287841797,,
KE,2003,xlceup,22.96281242370605,,
KE,2004,xlceup,24.15397071838379,,
KE,2005,xlceup,24.9287281036377,,
KE,2006,xlceup,26.39681243896484,,
KE,2007,xlceup,27.8900032043457,,
KE,2008,xlceup,31.52456665039063,,
KE,2009,xlceup,34.84944152832031,,
KE,2010,xlceup,35.1769905090332,,
KE,2011,xlceup,38.34744262695313,,
KE,2012,xlceup,41.7828369140625,,
KE,2013,xlceup,43.96860885620117,,
KE,2014,xlceup,46.84624481201172,,
KE,2015,xlceup,50.53020477294922,,
KE,2016,xlceup,53.0012092590332,,
KE,2017,xlceup,56.42402648925781,,
KE,2018,xlceup,57.91888809204102,,
KE,2019,xlceup,59.34531021118164,,
KE,2020,xlceup,60.96638488769531,,
KE,2021,xlceup,62.22614288330078,,
KE,2022,xlceup,63.33912658691406,,
KE,2023,xlceup,63.43056488037109,,
KE,2024,xlceup,64.41842651367188,,
KE,1800,xlceux,120.0425720214844,,
KE,1801,xlceux,122.3588638305664,,
KE,1802,xlceux,120.6102905273438,,
KE,1803,xlceux,125.58203125,,
KE,1804,xlceux,117.6168518066406,,
KE,1805,xlceux,125.0522079467773,,
KE,1806,xlceux,130.8137969970703,,
KE,1807,xlceux,142.4469146728516,,
KE,1808,xlceux,147.8860015869141,,
KE,1809,xlceux,136.7543487548828,,
KE,1810,xlceux,144.7841339111328,,
KE,1811,xlceux,161.6226348876953,,
KE,1812,xlceux,172.1523742675781,,
KE,1813,xlceux,166.1515350341797,,
KE,1814,xlceux,158.0543060302734,,
KE,1815,xlceux,151.0617218017578,,
KE,1816,xlceux,132.0763397216797,,
KE,1817,xlceux,130.8133697509766,,
KE,1818,xlceux,137.614013671875,,
KE,1819,xlceux,143.4218139648438,,
KE,1820,xlceux,131.5854797363281,,
KE,1821,xlceux,134.4107971191406,,
KE,1822,xlceux,134.6038665771484,,
KE,1823,xlceux,128.3861846923828,,
KE,1824,xlceux,133.7551727294922,,
KE,1825,xlceux,134.3181915283203,,
KE,1826,xlceux,130.6796417236328,,
KE,1827,xlceux,120.7928924560547,,
KE,1828,xlceux,115.034553527832,,
KE,1829,xlceux,115.6005020141602,,
KE,1830,xlceux,121.8941955566406,,
KE,1831,xlceux,117.6326599121094,,
KE,1832,xlceux,114.1480331420898,,
KE,1833,xlceux,118.7263412475586,,
KE,1834,xlceux,118.8986968994141,,
KE,1835,xlceux,119.7252731323242,,
KE,1836,xlceux,115.487678527832,,
KE,1837,xlceux,113.8180313110352,,
KE,1838,xlceux,111.4800262451172,,
KE,1839,xlceux,112.3615493774414,,
